LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,GRADES_SERVED_DESC,ENROLLMENT_PERIOD,GRADE_LEVEL,ENROLLMENT_COUNT,source_file,#RPT_NAME
2019-20,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Spring,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Spring,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2020-21,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,K,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,K,940,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,K,78,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,K,64,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,K,81,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,K,71,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,K,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,K,61,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,K,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,K,78,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,K,80,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,K,41,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,K,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,K,79,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,K,71,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,K,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,K,39,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,K,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,K,54,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,K,66,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,K,77,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,K,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,1st,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,1st,957,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,79,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,65,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,88,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,70,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,1st,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,71,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,1st,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,103,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,62,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,63,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,1st,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,84,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,50,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,1st,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,33,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,1st,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,55,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,1st,58,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,76,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,1st,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,2nd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,80,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,70,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,92,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,77,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,49,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,57,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,2nd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,116,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,81,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,2nd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,33,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,2nd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,76,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,55,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,82,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,2nd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,50,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,2nd,58,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,2nd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,2nd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,2nd,976,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,3rd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,58,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,65,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,95,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,85,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,54,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,74,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,3rd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,98,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,67,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,3rd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,35,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,3rd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,89,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,56,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,64,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,3rd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,55,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,3rd,52,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,3rd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,3rd,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,3rd,947,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,4th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,65,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,61,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,89,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,73,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,70,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,69,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,4th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,114,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,79,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,4th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,35,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,4th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,70,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,68,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,74,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,4th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,4th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,43,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,4th,63,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,4th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,4th,973,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,5th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,84,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,56,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,73,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,62,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,55,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,62,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,5th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,117,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,65,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,5th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,38,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,5th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,82,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,46,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,70,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,5th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,5th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,49,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,5th,62,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,5th,TFS,Enrollment_By_Grade_Level_2021_Dec062021.csv,
2020-21,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,5th,921,Enrollment_By_Grade_Level_2021_Dec062021.csv,
